id,raw_event_id,clean_text,language,translated_text,issue_category,sentiment,urgency,location_text,geo_unit_type,geo_unit_id,trust_score,cluster_id
159,evt_159,"Ward 7 me paani ki tanki saaf nahi",hinglish,"Water tank not clean in Ward 7",water,negative,high,Ward 7,ward,ward_7,0.86,cluster_water_ward7
160,evt_160,"Roads in Ward 6 have no pedestrian path",en,"No pedestrian path on roads in Ward 6",roads,negative,medium,Ward 6,ward,ward_6,0.78,cluster_roads_ward6
161,evt_161,"Ward 4 me electricity meter tamper",hinglish,"Electricity meter tampering in Ward 4",electricity,negative,low,Ward 4,ward,ward_4,0.73,cluster_electricity_ward4
162,evt_162,"வார்டு 3-ல் கழிவு நீர் வெளியேறுகிறது",ta,"Sewage water leaking in Ward 3",sewage,negative,high,Ward 3,ward,ward_3,0.90,cluster_sewage_ward3
163,evt_163,"Garbage burning causing respiratory issues in Ward 5",en,"Garbage burning causing respiratory issues in Ward 5",garbage,negative,high,Ward 5,ward,ward_5,0.94,cluster_garbage_ward5
164,evt_164,"Ward 2 me streetlight fuse baar baar",hinglish,"Streetlight fuse repeatedly in Ward 2",streetlight,negative,medium,Ward 2,ward,ward_2,0.81,cluster_streetlight_ward2
165,evt_165,"No water at all in Ward 8 for 2 days",en,"No water in Ward 8 for two days",water,negative,high,Ward 8,ward,ward_8,0.95,cluster_water_ward8
166,evt_166,"Health centre in Ward 6 has no ambulance",en,"Health centre in Ward 6 has no ambulance",healthcare,negative,medium,Ward 6,ward,ward_6,0.83,cluster_healthcare_ward6
167,evt_167,"वार्ड 7 में बिजली के तार जमीन पर",hi,"Electric wires on ground in Ward 7",electricity,negative,high,Ward 7,ward,ward_7,0.91,cluster_electricity_ward7
168,evt_168,"Ward 1 me nali block, paani bhara",hinglish,"Drain blocked, water logged in Ward 1",drainage,negative,high,Ward 1,ward,ward_1,0.88,cluster_drainage_ward1
169,evt_169,"Roads in Ward 3 have no markings or signs",en,"No markings or signs on roads in Ward 3",roads,negative,low,Ward 3,ward,ward_3,0.76,cluster_roads_ward3
170,evt_170,"Ward 4 me garbage segregation not followed",hinglish,"Garbage segregation not followed in Ward 4",garbage,negative,medium,Ward 4,ward,ward_4,0.79,cluster_garbage_ward4
171,evt_171,"வார்டு 5-ல் தெருவிளக்குகள் வேலை செய்யவில்லை",ta,"Streetlights not working in Ward 5",streetlight,negative,high,Ward 5,ward,ward_5,0.85,cluster_streetlight_ward5
172,evt_172,"Sewage overflow near Ward 2 hospital",en,"Sewage overflow near Ward 2 hospital",sewage,negative,high,Ward 2,ward,ward_2,0.93,cluster_sewage_ward2
173,evt_173,"Ward 6 me water pipeline leak",hinglish,"Water pipeline leak in Ward 6",water,negative,medium,Ward 6,ward,ward_6,0.82,cluster_water_ward6
174,evt_174,"Health centre in Ward 8 lacks basic equipment",en,"Health centre in Ward 8 lacks basic equipment",healthcare,negative,high,Ward 8,ward,ward_8,0.87,cluster_healthcare_ward8
175,evt_175,"वार्ड 2 में बिजली की समस्या पुरानी",hi,"Old electricity problem in Ward 2",electricity,negative,low,Ward 2,ward,ward_2,0.74,cluster_electricity_ward2
176,evt_176,"Ward 3 me streetlight repair pending since months",hinglish,"Streetlight repair pending for months in Ward 3",streetlight,negative,high,Ward 3,ward,ward_3,0.89,cluster_streetlight_ward3
177,evt_177,"Roads in Ward 7 full of potholes after rain",en,"Roads full of potholes after rain in Ward 7",roads,negative,high,Ward 7,ward,ward_7,0.86,cluster_roads_ward7
178,evt_178,"Ward 4 me drainage water mixing with tap water",hinglish,"Drainage water mixing with tap water in Ward 4",drainage,negative,high,Ward 4,ward,ward_4,0.96,cluster_drainage_ward4
179,evt_179,"வார்டு 6-ல் குப்பை தொட்டி இல்லை",ta,"No garbage bin in Ward 6",garbage,negative,medium,Ward 6,ward,ward_6,0.80,cluster_garbage_ward6
180,evt_180,"No water pressure in Ward 1 for weeks",en,"No water pressure in Ward 1 for weeks",water,negative,high,Ward 1,ward,ward_1,0.90,cluster_water_ward1
181,evt_181,"Ward 5 me streetlight nahi, crime badha",hinglish,"No streetlight in Ward 5, crime increased",streetlight,negative,high,Ward 5,ward,ward_5,0.92,cluster_streetlight_ward5
182,evt_182,"Health centre in Ward 7 no specialist",en,"No specialist at health centre in Ward 7",healthcare,negative,medium,Ward 7,ward,ward_7,0.81,cluster_healthcare_ward7
183,evt_183,"वार्ड 8 में सीवेज लाइन टूटी",hi,"Sewage line broken in Ward 8",sewage,negative,high,Ward 8,ward,ward_8,0.89,cluster_sewage_ward8
184,evt_184,"Ward 2 me bijli ka wire sparking",hinglish,"Electric wire sparking in Ward 2",electricity,negative,high,Ward 2,ward,ward_2,0.94,cluster_electricity_ward2
185,evt_185,"Roads in Ward 4 have no proper drainage",en,"No proper drainage on roads in Ward 4",roads,negative,low,Ward 4,ward,ward_4,0.75,cluster_roads_ward4
186,evt_186,"Ward 3 me garbage truck arrives late",hinglish,"Garbage truck arrives late in Ward 3",garbage,negative,medium,Ward 3,ward,ward_3,0.78,cluster_garbage_ward3
187,evt_187,"Water supply only during night in Ward 6",en,"Water supply only during night in Ward 6",water,negative,high,Ward 6,ward,ward_6,0.84,cluster_water_ward6
188,evt_188,"வார்டு 1-ல் மின் உற்பத்தி நிலையம் பழுது",ta,"Power substation fault in Ward 1",electricity,negative,high,Ward 1,ward,ward_1,0.87,cluster_electricity_ward1
189,evt_189,"No streetlights in Ward 2 park area",en,"No streetlights in Ward 2 park area",streetlight,negative,medium,Ward 2,ward,ward_2,0.79,cluster_streetlight_ward2
190,evt_190,"Health centre in Ward 4 lacks nurses",en,"Health centre in Ward 4 lacks nurses",healthcare,negative,high,Ward 4,ward,ward_4,0.86,cluster_healthcare_ward4
191,evt_191,"Ward 7 me nala khula, bacche khelte",hinglish,"Open drain in Ward 7, children playing",drainage,negative,high,Ward 7,ward,ward_7,0.91,cluster_drainage_ward7
192,evt_192,"वार्ड 5 में सड़कों पर गड्ढे",hi,"Potholes on roads in Ward 5",roads,negative,high,Ward 5,ward,ward_5,0.88,cluster_roads_ward5
193,evt_193,"Ward 8 me bijli ka meter slow",hinglish,"Electric meter slow in Ward 8",electricity,negative,low,Ward 8,ward,ward_8,0.72,cluster_electricity_ward8
194,evt_194,"Sewage treatment plant overflow in Ward 3",en,"Sewage treatment plant overflow in Ward 3",sewage,negative,high,Ward 3,ward,ward_3,0.92,cluster_sewage_ward3
195,evt_195,"Garbage littered on streets in Ward 1",en,"Garbage littered on streets in Ward 1",garbage,negative,medium,Ward 1,ward,ward_1,0.83,cluster_garbage_ward1
196,evt_196,"Ward 4 me water tanker me paani nahi",hinglish,"No water in water tanker in Ward 4",water,negative,high,Ward 4,ward,ward_4,0.85,cluster_water_ward4
197,evt_197,"வார்டு 7-ல் சாலை வேலை தரமற்றது",ta,"Poor quality road work in Ward 7",roads,negative,medium,Ward 7,ward,ward_7,0.80,cluster_roads_ward7
198,evt_198,"Health centre in Ward 2 has no pharmacy",en,"Health centre in Ward 2 has no pharmacy",healthcare,negative,high,Ward 2,ward,ward_2,0.89,cluster_healthcare_ward2
199,evt_199,"Ward 6 me streetlight nahi, robberies",hinglish,"No streetlight in Ward 6, robberies happening",streetlight,negative,high,Ward 6,ward,ward_6,0.93,cluster_streetlight_ward6
200,evt_200,"Water supply dirty in Ward 8",en,"Dirty water supply in Ward 8",water,negative,high,Ward 8,ward,ward_8,0.86,cluster_water_ward8
1,evt_001,"Ward 2 mein sanitation ki samasya resolved",hinglish,"Sanitation issue resolved in Ward 2",sanitation,positive,low,Ward 2,ward,ward_2,0.91,cluster_sanitation_ward2
2,evt_002,"Sewage overflow on MG Road, Ward 4 fixed promptly",en,"Sewage overflow fixed promptly on MG Road, Ward 4",sewage,positive,medium,Ward 4,ward,ward_4,0.94,cluster_sewage_ward4
3,evt_003,"வார்டு 6-ல் தண்ணீர் விநியோகம் சீராக உள்ளது",ta,"Water supply regular in Ward 6",water,positive,low,Ward 6,ward,ward_6,0.88,cluster_water_ward6
4,evt_004,"Ward 3 me road repair work underway",hinglish,"Road repair work underway in Ward 3",roads,neutral,medium,Ward 3,ward,ward_3,0.85,cluster_roads_ward3
5,evt_005,"Garbage collection improved in Ward 4",en,"Garbage collection improved in Ward 4",garbage,positive,low,Ward 4,ward,ward_4,0.89,cluster_garbage_ward4
6,evt_006,"वार्ड 1 में बिजली की समस्या दूर",hi,"Electricity issue resolved in Ward 1",electricity,positive,low,Ward 1,ward,ward_1,0.92,cluster_electricity_ward1
7,evt_007,"Ward 7 lo drainage clear chesaru",te,"Drainage cleared in Ward 7",drainage,positive,medium,Ward 7,ward,ward_7,0.93,cluster_drainage_ward7
8,evt_008,"Streetlights in Ward 7 working now",en,"Streetlights now working in Ward 7",streetlight,positive,low,Ward 7,ward,ward_7,0.86,cluster_streetlight_ward7
9,evt_009,"Ward 7 mein sadak repair ho gayi",hinglish,"Road repaired in Ward 7",roads,positive,low,Ward 7,ward,ward_7,0.90,cluster_roads_ward7
10,evt_010,"Health centre in Ward 4 received new medicines",en,"Health centre in Ward 4 received new medicines",healthcare,positive,medium,Ward 4,ward,ward_4,0.88,cluster_healthcare_ward4
11,evt_011,"Ward 5 me paani ki tanki bhar gayi",hinglish,"Water tank filled in Ward 5",water,positive,low,Ward 5,ward,ward_5,0.84,cluster_water_ward5
12,evt_012,"Mosquito control measures taken in Ward 3",en,"Mosquito control measures taken in Ward 3",sanitation,positive,medium,Ward 3,ward,ward_3,0.90,cluster_sanitation_ward3
13,evt_013,"वार्ड 8 में सड़कों की मरम्मत शुरू",hi,"Road repair started in Ward 8",roads,neutral,low,Ward 8,ward,ward_8,0.81,cluster_roads_ward8
14,evt_014,"Ward 2 garbage cleared after complaint",en,"Garbage cleared after complaint in Ward 2",garbage,positive,high,Ward 2,ward,ward_2,0.95,cluster_garbage_ward2
15,evt_015,"Power supply stable in Ward 6",en,"Power supply stable in Ward 6",electricity,positive,low,Ward 6,ward,ward_6,0.87,cluster_electricity_ward6
16,evt_016,"Ward 1 drainage system cleaned",en,"Drainage system cleaned in Ward 1",drainage,positive,medium,Ward 1,ward,ward_1,0.92,cluster_drainage_ward1
17,evt_017,"Ward 7 mein streetlights repaired",hinglish,"Streetlights repaired in Ward 7",streetlight,positive,low,Ward 7,ward,ward_7,0.83,cluster_streetlight_ward7
18,evt_018,"Doctor available at Ward 5 health post now",en,"Doctor available at Ward 5 health post now",healthcare,positive,medium,Ward 5,ward,ward_5,0.86,cluster_healthcare_ward5
19,evt_019,"వార్డు 4 లో మురికి తొలగించారు",te,"Garbage removed in Ward 4",garbage,positive,low,Ward 4,ward,ward_4,0.85,cluster_garbage_ward4
20,evt_020,"Ward 2 me nali saaf kar di",hinglish,"Drain cleaned in Ward 2",drainage,positive,medium,Ward 2,ward,ward_2,0.88,cluster_drainage_ward2
21,evt_021,"Water supply schedule announced in Ward 8",en,"Water supply schedule announced in Ward 8",water,neutral,low,Ward 8,ward,ward_8,0.79,cluster_water_ward8
22,evt_022,"Ward 6 me bijli bill adjustment camp",hinglish,"Electricity bill adjustment camp in Ward 6",electricity,neutral,medium,Ward 6,ward,ward_6,0.74,cluster_electricity_ward6
23,evt_023,"Roads in Ward 4 repaired with quality material",en,"Roads repaired with quality material in Ward 4",roads,positive,low,Ward 4,ward,ward_4,0.93,cluster_roads_ward4
24,evt_024,"वार्ड 3 में सीवेज लाइन बदली",hi,"Sewage line replaced in Ward 3",sewage,positive,high,Ward 3,ward,ward_3,0.87,cluster_sewage_ward3
25,evt_025,"Ward 5 healthcare facility upgraded",en,"Healthcare facility upgraded in Ward 5",healthcare,positive,low,Ward 5,ward,ward_5,0.82,cluster_healthcare_ward5
26,evt_026,"Garbage truck now regular in Ward 7",en,"Garbage truck now regular in Ward 7",garbage,positive,medium,Ward 7,ward,ward_7,0.91,cluster_garbage_ward7
27,evt_027,"Ward 2 me water pipeline repaired",hinglish,"Water pipeline repaired in Ward 2",water,positive,high,Ward 2,ward,ward_2,0.78,cluster_water_ward2
28,evt_028,"Streetlights installed in Ward 1 lanes",en,"Streetlights installed in Ward 1 lanes",streetlight,positive,medium,Ward 1,ward,ward_1,0.84,cluster_streetlight_ward1
29,evt_029,"Ward 3 me open drain covered",hinglish,"Open drain covered in Ward 3",drainage,positive,high,Ward 3,ward,ward_3,0.89,cluster_drainage_ward3
30,evt_030,"வார்டு 5-ல் மின்சாரம் சீராக உள்ளது",ta,"Electricity stable in Ward 5",electricity,positive,low,Ward 5,ward,ward_5,0.80,cluster_electricity_ward5
31,evt_031,"Ward 8 me kachra uthaya jaa raha hai",hinglish,"Garbage being collected in Ward 8",garbage,positive,low,Ward 8,ward,ward_8,0.95,cluster_garbage_ward8
32,evt_032,"Road condition near Ward 4 market improved",en,"Road condition improved near Ward 4 market",roads,positive,medium,Ward 4,ward,ward_4,0.85,cluster_roads_ward4
33,evt_033,"Ward 6 mein paani ki supply badhi",hinglish,"Water supply increased in Ward 6",water,positive,high,Ward 6,ward,ward_6,0.92,cluster_water_ward6
34,evt_034,"Streetlights installed in Ward 2 lanes",en,"Streetlights installed in Ward 2 lanes",streetlight,positive,low,Ward 2,ward,ward_2,0.79,cluster_streetlight_ward2
35,evt_035,"వార్డు 7 లో విద్యుత్ స్తంభం మరమ్మత్తు",te,"Electric pole repaired in Ward 7",electricity,positive,high,Ward 7,ward,ward_7,0.87,cluster_electricity_ward7
36,evt_036,"Ward 1 me drainage system working fine",hinglish,"Drainage system working fine in Ward 1",drainage,positive,low,Ward 1,ward,ward_1,0.83,cluster_drainage_ward1
37,evt_037,"Health centre now open on weekends in Ward 3",en,"Health centre now open on weekends in Ward 3",healthcare,positive,medium,Ward 3,ward,ward_3,0.77,cluster_healthcare_ward3
38,evt_038,"Ward 5 mein roads pakke ho gaye",hinglish,"Roads paved in Ward 5",roads,positive,high,Ward 5,ward,ward_5,0.90,cluster_roads_ward5
39,evt_039,"Sewage smell reduced in Ward 8 colony",en,"Sewage smell reduced in Ward 8 colony",sewage,positive,medium,Ward 8,ward,ward_8,0.81,cluster_sewage_ward8
40,evt_040,"वार्ड 2 में पानी की टंकी ठीक",hi,"Water tank repaired in Ward 2",water,positive,high,Ward 2,ward,ward_2,0.86,cluster_water_ward2
41,evt_041,"Ward 6 garbage dump removed near school",en,"Garbage dump removed near school in Ward 6",garbage,positive,high,Ward 6,ward,ward_6,0.94,cluster_garbage_ward6
42,evt_042,"Ward 3 me streetlight installation completed",hinglish,"Streetlight installation completed in Ward 3",streetlight,positive,medium,Ward 3,ward,ward_3,0.75,cluster_streetlight_ward3
43,evt_043,"வார்டு 4-ல் மருத்துவமனைக்கு புதிய மருத்துவர்கள்",ta,"New doctors appointed at Ward 4 hospital",healthcare,positive,low,Ward 4,ward,ward_4,0.78,cluster_healthcare_ward4
44,evt_044,"Power fluctuations resolved in Ward 1",en,"Power fluctuations resolved in Ward 1",electricity,positive,high,Ward 1,ward,ward_1,0.92,cluster_electricity_ward1
45,evt_045,"Ward 7 me nala saaf ho gaya",hinglish,"Drain cleaned in Ward 7",drainage,positive,medium,Ward 7,ward,ward_7,0.84,cluster_drainage_ward7
46,evt_046,"Footpath constructed in Ward 4",en,"Footpath constructed in Ward 4",roads,positive,low,Ward 4,ward,ward_4,0.73,cluster_roads_ward4
47,evt_047,"Ward 5 mein water logging kam hua",hinglish,"Water logging reduced in Ward 5",water,positive,high,Ward 5,ward,ward_5,0.89,cluster_water_ward5
48,evt_048,"वार्ड 8 में सीवेज प्लांट चालू",hi,"Sewage plant operational in Ward 8",sewage,positive,medium,Ward 8,ward,ward_8,0.82,cluster_sewage_ward8
49,evt_049,"Ward 2 me bijli ki samasya dur",hinglish,"Electricity problem resolved in Ward 2",electricity,positive,high,Ward 2,ward,ward_2,0.77,cluster_electricity_ward2
50,evt_050,"Garbage burning stopped in Ward 6",en,"Garbage burning stopped in Ward 6",garbage,positive,high,Ward 6,ward,ward_6,0.91,cluster_garbage_ward6
51,evt_051,"Ward 3 health centre gets ambulance",en,"Ward 3 health centre gets ambulance",healthcare,positive,medium,Ward 3,ward,ward_3,0.80,cluster_healthcare_ward3
52,evt_052,"వార్డు 1 లో రోడ్లు మరమ్మత్తు చేశారు",te,"Roads repaired in Ward 1",roads,positive,low,Ward 1,ward,ward_1,0.86,cluster_roads_ward1
53,evt_053,"Ward 7 me open manhole covered",hinglish,"Open manhole covered in Ward 7",drainage,positive,high,Ward 7,ward,ward_7,0.96,cluster_drainage_ward7
54,evt_054,"Streetlights working on Ward 5 main road",en,"Streetlights working on Ward 5 main road",streetlight,positive,medium,Ward 5,ward,ward_5,0.79,cluster_streetlight_ward5
55,evt_055,"Ward 4 me pani ki supply barabar",hinglish,"Water supply regular in Ward 4",water,positive,high,Ward 4,ward,ward_4,0.85,cluster_water_ward4
56,evt_056,"வார்டு 8-ல் குப்பை சேகரிப்பு மேம்பாடு",ta,"Garbage collection improved in Ward 8",garbage,positive,medium,Ward 8,ward,ward_8,0.83,cluster_garbage_ward8
57,evt_057,"Transformer upgraded in Ward 3",en,"Transformer upgraded in Ward 3",electricity,positive,high,Ward 3,ward,ward_3,0.94,cluster_electricity_ward3
58,evt_058,"Ward 2 me sadak ki marammat ho gayi",hinglish,"Road repair done in Ward 2",roads,positive,high,Ward 2,ward,ward_2,0.90,cluster_roads_ward2
59,evt_059,"Sanitation workers deployed in Ward 6 slum",en,"Sanitation workers deployed in Ward 6 slum",sanitation,positive,medium,Ward 6,ward,ward_6,0.81,cluster_sanitation_ward6
60,evt_060,"वार्ड 7 में नाली की सफाई हुई",hi,"Drain cleaned in Ward 7",drainage,positive,high,Ward 7,ward,ward_7,0.93,cluster_drainage_ward7
61,evt_061,"Streetlight repair completed in Ward 1",en,"Streetlight repair completed in Ward 1",streetlight,positive,low,Ward 1,ward,ward_1,0.76,cluster_streetlight_ward1
62,evt_062,"Health workers back to work in Ward 5",en,"Health workers back to work in Ward 5",healthcare,positive,high,Ward 5,ward,ward_5,0.88,cluster_healthcare_ward5
63,evt_063,"Ward 4 me kachra jalana band",hinglish,"Garbage burning stopped in Ward 4",garbage,positive,medium,Ward 4,ward,ward_4,0.77,cluster_garbage_ward4
64,evt_064,"వార్డు 6 లో త్రాగునీరు శుద్ధి",te,"Drinking water purified in Ward 6",water,positive,high,Ward 6,ward,ward_6,0.95,cluster_water_ward6
65,evt_065,"Drainage work started on Ward 8 roads",en,"Drainage work started on Ward 8 roads",roads,neutral,medium,Ward 8,ward,ward_8,0.82,cluster_roads_ward8
66,evt_066,"Ward 3 me bijli ka pole straight kar diya",hinglish,"Electric pole straightened in Ward 3",electricity,positive,high,Ward 3,ward,ward_3,0.89,cluster_electricity_ward3
67,evt_067,"Sewage leak repaired near Ward 2 temple",en,"Sewage leak repaired near Ward 2 temple",sewage,positive,medium,Ward 2,ward,ward_2,0.84,cluster_sewage_ward2
68,evt_068,"Ward 7 me healthcare staff trained",hinglish,"Healthcare staff trained in Ward 7",healthcare,positive,low,Ward 7,ward,ward_7,0.73,cluster_healthcare_ward7
69,evt_069,"வார்டு 1-ல் தெருவிளக்குகள் பொருத்தப்பட்டுள்ளன",ta,"Streetlights installed in Ward 1",streetlight,positive,high,Ward 1,ward,ward_1,0.86,cluster_streetlight_ward1
70,evt_070,"Park in Ward 5 cleaned of garbage",en,"Park cleaned of garbage in Ward 5",garbage,positive,medium,Ward 5,ward,ward_5,0.79,cluster_garbage_ward5
71,evt_071,"Ward 8 me water pressure restored",hinglish,"Water pressure restored in Ward 8",water,positive,high,Ward 8,ward,ward_8,0.92,cluster_water_ward8
72,evt_072,"Roads in Ward 4 reopened after repair",en,"Roads reopened after repair in Ward 4",roads,positive,high,Ward 4,ward,ward_4,0.87,cluster_roads_ward4
73,evt_073,"वार्ड 3 में बिजली के तार बदले",hi,"Electrical wires replaced in Ward 3",electricity,positive,high,Ward 3,ward,ward_3,0.94,cluster_electricity_ward3
74,evt_074,"Ward 6 me nali saaf, mosquito control",hinglish,"Drain cleaned, mosquito control in Ward 6",drainage,positive,medium,Ward 6,ward,ward_6,0.80,cluster_drainage_ward6
75,evt_075,"Emergency services available at Ward 2 health centre",en,"Emergency services available at Ward 2 health centre",healthcare,positive,low,Ward 2,ward,ward_2,0.75,cluster_healthcare_ward2
76,evt_076,"Ward 7 mein garbage truck regular",hinglish,"Garbage truck regular in Ward 7",garbage,positive,high,Ward 7,ward,ward_7,0.91,cluster_garbage_ward7
77,evt_077,"వార్డు 5 లో మురికి కాలువ మరమ్మత్తు",te,"Sewage drain repaired in Ward 5",sewage,positive,medium,Ward 5,ward,ward_5,0.83,cluster_sewage_ward5
78,evt_078,"Streetlights installed near Ward 1 school",en,"Streetlights installed near Ward 1 school",streetlight,positive,high,Ward 1,ward,ward_1,0.88,cluster_streetlight_ward1
79,evt_079,"Ward 4 me drainage system upgraded",hinglish,"Drainage system upgraded in Ward 4",water,positive,high,Ward 4,ward,ward_4,0.85,cluster_water_ward4
80,evt_080,"Night doctor available at Ward 8 hospital",en,"Night doctor available at Ward 8 hospital",healthcare,positive,medium,Ward 8,ward,ward_8,0.79,cluster_healthcare_ward8
81,evt_081,"Ward 3 me bijli stable",hinglish,"Electricity stable in Ward 3",electricity,positive,high,Ward 3,ward,ward_3,0.93,cluster_electricity_ward3
82,evt_082,"வார்டு 6-ல் குப்பை மேலாண்மை தொடங்கியது",ta,"Garbage management started in Ward 6",garbage,positive,low,Ward 6,ward,ward_6,0.81,cluster_garbage_ward6
83,evt_083,"Sewage overflow fixed in Ward 2",en,"Sewage overflow fixed in Ward 2",sewage,positive,high,Ward 2,ward,ward_2,0.90,cluster_sewage_ward2
84,evt_084,"Ward 5 me roads pe gaddhe bhare",hinglish,"Potholes filled on roads in Ward 5",roads,positive,medium,Ward 5,ward,ward_5,0.86,cluster_roads_ward5
85,evt_085,"Water supply extended to 2 hours in Ward 7",en,"Water supply extended to two hours in Ward 7",water,positive,high,Ward 7,ward,ward_7,0.94,cluster_water_ward7
86,evt_086,"वार्ड 4 में नाली की सफाई हुई",hi,"Drain cleaned in Ward 4",drainage,positive,medium,Ward 4,ward,ward_4,0.77,cluster_drainage_ward4
87,evt_087,"Streetlight repair work expedited in Ward 1",en,"Streetlight repair work expedited in Ward 1",streetlight,neutral,low,Ward 1,ward,ward_1,0.74,cluster_streetlight_ward1
88,evt_088,"Basic medicines now available at Ward 3 health centre",en,"Basic medicines now available at Ward 3 health centre",healthcare,positive,high,Ward 3,ward,ward_3,0.89,cluster_healthcare_ward3
89,evt_089,"వార్డు 8 లో విద్యుత్ సరఫరా పునరుద్ధరణ",te,"Electricity supply restored in Ward 8",electricity,positive,medium,Ward 8,ward,ward_8,0.78,cluster_electricity_ward8
90,evt_090,"Ward 6 me garbage dump shifted",hinglish,"Garbage dump relocated in Ward 6",garbage,positive,high,Ward 6,ward,ward_6,0.92,cluster_garbage_ward6
91,evt_091,"Roads in Ward 7 cleaned",en,"Roads cleaned in Ward 7",roads,positive,medium,Ward 7,ward,ward_7,0.80,cluster_roads_ward7
92,evt_092,"Ward 2 me water tanker aane laga",hinglish,"Water tanker started coming in Ward 2",water,positive,high,Ward 2,ward,ward_2,0.87,cluster_water_ward2
93,evt_093,"வார்டு 4-ல் சாக்கடை தடை நீங்கியது",ta,"Drainage blockage cleared in Ward 4",drainage,positive,medium,Ward 4,ward,ward_4,0.82,cluster_drainage_ward4
94,evt_094,"Streetlights installed in Ward 5 colony for safety",en,"Streetlights installed in Ward 5 colony for safety",streetlight,positive,high,Ward 5,ward,ward_5,0.95,cluster_streetlight_ward5
95,evt_095,"Ward 3 health centre fully staffed",en,"Ward 3 health centre fully staffed",healthcare,positive,low,Ward 3,ward,ward_3,0.76,cluster_healthcare_ward3
96,evt_096,"Ward 8 me bijli ki line repair ho gayi",hinglish,"Electric line repaired in Ward 8",electricity,positive,high,Ward 8,ward,ward_8,0.84,cluster_electricity_ward8
97,evt_097,"Sewage water mixing issue resolved in Ward 1",en,"Sewage water mixing issue resolved in Ward 1",sewage,positive,high,Ward 1,ward,ward_1,0.97,cluster_sewage_ward1
98,evt_098,"वार्ड 5 में कचरा जलाना बंद",hi,"Garbage burning stopped in Ward 5",garbage,positive,medium,Ward 5,ward,ward_5,0.88,cluster_garbage_ward5
99,evt_099,"Ward 6 me roads repaired",hinglish,"Roads repaired in Ward 6",roads,positive,high,Ward 6,ward,ward_6,0.81,cluster_roads_ward6
100,evt_100,"Water pipeline leak fixed in Ward 4",en,"Water pipeline leak fixed in Ward 4",water,positive,medium,Ward 4,ward,ward_4,0.79,cluster_water_ward4
101,evt_101,"Ward 7 me open drain covered, no smell",hinglish,"Open drain covered, no smell in Ward 7",drainage,positive,high,Ward 7,ward,ward_7,0.86,cluster_drainage_ward7
102,evt_102,"வார்டு 2-ல் மின் தூண் சரி செய்யப்பட்டது",ta,"Electric pole repaired in Ward 2",electricity,positive,low,Ward 2,ward,ward_2,0.83,cluster_electricity_ward2
103,evt_103,"Sanitation workers deployed in Ward 3",en,"Sanitation workers deployed in Ward 3",sanitation,positive,high,Ward 3,ward,ward_3,0.90,cluster_sanitation_ward3
104,evt_104,"Ward 8 me streetlights installed, theft reduced",hinglish,"Streetlights installed in Ward 8, theft reduced",streetlight,positive,high,Ward 8,ward,ward_8,0.92,cluster_streetlight_ward8
105,evt_105,"Maternity care now available at Ward 6 health centre",en,"Maternity care now available at Ward 6 health centre",healthcare,positive,medium,Ward 6,ward,ward_6,0.85,cluster_healthcare_ward6
106,evt_106,"వార్డు 7 లో రోడ్లు మరమ్మత్తు చేశారు",te,"Roads repaired in Ward 7",roads,positive,high,Ward 7,ward,ward_7,0.88,cluster_roads_ward7
107,evt_107,"Ward 1 me pani ki supply clean",hinglish,"Clean water supply in Ward 1",water,positive,high,Ward 1,ward,ward_1,0.94,cluster_water_ward1
108,evt_108,"Sewage treatment plant functional in Ward 5",en,"Sewage treatment plant functional in Ward 5",sewage,positive,medium,Ward 5,ward,ward_5,0.80,cluster_sewage_ward5
109,evt_109,"Ward 4 me bijli ka bill correction camp",hinglish,"Electricity bill correction camp in Ward 4",electricity,neutral,low,Ward 4,ward,ward_4,0.78,cluster_electricity_ward4
110,evt_110,"Garbage dump cleared near Ward 2 school",en,"Garbage dump cleared near Ward 2 school",garbage,positive,high,Ward 2,ward,ward_2,0.91,cluster_garbage_ward2
111,evt_111,"वार्ड 3 में स्ट्रीट लाइट लग गई",hi,"Streetlights installed in Ward 3",streetlight,positive,medium,Ward 3,ward,ward_3,0.82,cluster_streetlight_ward3
112,evt_112,"Ward 8 me healthcare camp organized",hinglish,"Healthcare camp organized in Ward 8",healthcare,neutral,high,Ward 8,ward,ward_8,0.86,cluster_healthcare_ward8
113,evt_113,"Water logging resolved in Ward 6",en,"Water logging resolved in Ward 6",water,positive,high,Ward 6,ward,ward_6,0.89,cluster_water_ward6
114,evt_114,"வார்டு 1-ல் கழிவு நீர் அகற்றப்பட்டது",ta,"Sewage water cleared in Ward 1",sewage,positive,medium,Ward 1,ward,ward_1,0.84,cluster_sewage_ward1
115,evt_115,"Road markings done in Ward 7",en,"Road markings done in Ward 7",roads,positive,low,Ward 7,ward,ward_7,0.75,cluster_roads_ward7
116,evt_116,"Ward 4 me drainage system repaired",hinglish,"Drainage system repaired in Ward 4",drainage,positive,high,Ward 4,ward,ward_4,0.87,cluster_drainage_ward4
117,evt_117,"Power backup installed at Ward 5 health centre",en,"Power backup installed at Ward 5 health centre",healthcare,positive,medium,Ward 5,ward,ward_5,0.79,cluster_healthcare_ward5
118,evt_118,"Ward 2 me streetlight working now",hinglish,"Streetlight working now in Ward 2",streetlight,positive,high,Ward 2,ward,ward_2,0.82,cluster_streetlight_ward2
