id,raw_event_id,clean_text,language,translated_text,issue_category,sentiment,urgency,location_text,geo_unit_type,geo_unit_id,trust_score,cluster_id
180,evt_180,Ward 2 me sanitation problem hai,hinglish,sanitation issue reported in Ward 2,sanitation,negative,medium,Ward 2,ward,ward_2,0.74,cluster_sanitation_ward2
181,evt_181,electricity issue reported in Ward 1,en,electricity issue reported in Ward 1,electricity,negative,medium,Ward 1,ward,ward_1,0.71,cluster_electricity_ward1
182,evt_182,roads issue reported in Ward 5,en,roads issue reported in Ward 5,roads,negative,high,Ward 5,ward,ward_5,0.94,cluster_roads_ward5
183,evt_183,healthcare issue reported in Ward 1,en,healthcare issue reported in Ward 1,healthcare,negative,medium,Ward 1,ward,ward_1,0.83,cluster_healthcare_ward1
184,evt_184,water issue reported in Ward 8,en,water issue reported in Ward 8,water,negative,low,Ward 8,ward,ward_8,0.91,cluster_water_ward8
185,evt_185,sanitation issue reported in Ward 6,en,sanitation issue reported in Ward 6,sanitation,negative,medium,Ward 6,ward,ward_6,0.76,cluster_sanitation_ward6
186,evt_186,sanitation issue reported in Ward 1,en,sanitation issue reported in Ward 1,sanitation,negative,high,Ward 1,ward,ward_1,0.83,cluster_sanitation_ward1
187,evt_187,Ward 3 me electricity problem hai,hinglish,electricity issue reported in Ward 3,electricity,negative,high,Ward 3,ward,ward_3,0.93,cluster_electricity_ward3
188,evt_188,water issue reported in Ward 5,en,water issue reported in Ward 5,water,negative,medium,Ward 5,ward,ward_5,0.77,cluster_water_ward5
189,evt_189,Ward 4 me sanitation problem hai,hinglish,sanitation issue reported in Ward 4,sanitation,negative,high,Ward 4,ward,ward_4,0.73,cluster_sanitation_ward4
190,evt_190,Ward 6 me electricity problem hai,hinglish,electricity issue reported in Ward 6,electricity,negative,medium,Ward 6,ward,ward_6,0.77,cluster_electricity_ward6
191,evt_191,Ward 6 me healthcare problem hai,hinglish,healthcare issue reported in Ward 6,healthcare,negative,high,Ward 6,ward,ward_6,0.88,cluster_healthcare_ward6
192,evt_192,Ward 7 me roads problem hai,hinglish,roads issue reported in Ward 7,roads,negative,high,Ward 7,ward,ward_7,0.84,cluster_roads_ward7
193,evt_193,Ward 5 me water problem hai,hinglish,water issue reported in Ward 5,water,negative,medium,Ward 5,ward,ward_5,0.71,cluster_water_ward5
194,evt_194,Ward 7 me sanitation problem hai,hinglish,sanitation issue reported in Ward 7,sanitation,negative,low,Ward 7,ward,ward_7,0.93,cluster_sanitation_ward7
195,evt_195,electricity issue reported in Ward 1,en,electricity issue reported in Ward 1,electricity,negative,low,Ward 1,ward,ward_1,0.72,cluster_electricity_ward1
196,evt_196,roads issue reported in Ward 6,en,roads issue reported in Ward 6,roads,negative,low,Ward 6,ward,ward_6,0.81,cluster_roads_ward6
197,evt_197,Ward 3 me healthcare problem hai,hinglish,healthcare issue reported in Ward 3,healthcare,negative,low,Ward 3,ward,ward_3,0.75,cluster_healthcare_ward3
198,evt_198,electricity issue reported in Ward 8,en,electricity issue reported in Ward 8,electricity,negative,medium,Ward 8,ward,ward_8,0.73,cluster_electricity_ward8
199,evt_199,Ward 7 me water problem hai,hinglish,water issue reported in Ward 7,water,negative,low,Ward 7,ward,ward_7,0.78,cluster_water_ward7
200,evt_200,sanitation issue reported in Ward 8,en,sanitation issue reported in Ward 8,sanitation,negative,medium,Ward 8,ward,ward_8,0.82,cluster_sanitation_ward8
